보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
정왕본동318,1,,경기도 시흥시 정왕동 1194-1,,,2016,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동317,1,,경기도 시흥시 정왕동 1193-1,,,2016,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동316,1,,경기도 시흥시 정왕동 1229-2,,,2016,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕본동299,1,,경기도 시흥시 정왕동 1189-1,,,2016,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동159,1,,경기도 시흥시 정왕동 2082,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동158,1,,경기도 시흥시 정왕동 2042-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동157,1,,경기도 시흥시 정왕동 2042-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동242,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동204,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동203,1,,경기도 시흥시 정왕동 2022-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동202,1,,경기도 시흥시 정왕동 2022-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동201,1,,경기도 시흥시 정왕동 2022-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동200,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동199,1,,경기도 시흥시 정왕동 2070,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동198,1,,경기도 시흥시 정왕동 2018-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동196,1,,경기도 시흥시 정왕동 2015-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동194,1,,경기도 시흥시 정왕동 2013-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동193,1,,경기도 시흥시 정왕동 2070,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동191,1,,경기도 시흥시 정왕동 2023-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동190,1,,경기도 시흥시 정왕동 2023-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동189,1,,경기도 시흥시 정왕동 2023-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동188,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동182,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동181,1,,경기도 시흥시 정왕동 2038-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동180,1,,경기도 시흥시 정왕동 2038-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동179,1,,경기도 시흥시 정왕동 2038-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동161,1,,경기도 시흥시 정왕동 2037-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동226,1,,경기도 시흥시 정왕동 2056-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동234,1,,경기도 시흥시 정왕동 2056,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동223,1,,경기도 시흥시 정왕동 2019-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동214,1,,경기도 시흥시 정왕동 2021-6,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동092,1,,경기도 시흥시 정왕동 2058,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동205,1,,경기도 시흥시 정왕동 2085,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동086,1,,경기도 시흥시 정왕동 1992-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동077,1,,경기도 시흥시 정왕동 1995-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동076,1,,경기도 시흥시 정왕동 1995-7,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동233,1,,경기도 시흥시 정왕동 1078-12,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동221,1,,경기도 시흥시 정왕동 2056-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동231,1,,경기도 시흥시 정왕동 2051,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동213,1,,경기도 시흥시 정왕동 2041-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동093,1,,경기도 시흥시 정왕동 2058,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동088,1,,경기도 시흥시 정왕동 1991-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동087,1,,경기도 시흥시 정왕동 2057,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동084,1,,경기도 시흥시 정왕동 1992-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동195,1,,경기도 시흥시 정왕동 2070,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동073,1,,경기도 시흥시 정왕동 1998-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동070,1,,경기도 시흥시 정왕동 2061,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동068,1,,경기도 시흥시 정왕동 2062,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동064,1,,경기도 시흥시 정왕동 2002-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동063,1,,경기도 시흥시 정왕동 2002-12,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동142,1,,경기도 시흥시 정왕동 2067,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동141,1,,경기도 시흥시 정왕동 2009-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동140,1,,경기도 시흥시 정왕동 2009-6,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동139,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동137,1,,경기도 시흥시 정왕동 2027-12,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동136,1,,경기도 시흥시 정왕동 2027-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동135,1,,경기도 시흥시 정왕동 2027-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동133,1,,경기도 시흥시 정왕동 2034-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동090,1,,경기도 시흥시 정왕동 1990-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동089,1,,경기도 시흥시 정왕동 1990-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동156,1,,경기도 시흥시 정왕동 2036-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동155,1,,경기도 시흥시 정왕동 2036-9,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동154,1,,경기도 시흥시 정왕동 2035-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동153,1,,경기도 시흥시 정왕동 2035-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동152,1,,경기도 시흥시 정왕동 2035-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동151,1,,경기도 시흥시 정왕동 2026-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동149,1,,경기도 시흥시 정왕동 2026-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동148,1,,경기도 시흥시 정왕동 2026-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동146,1,,경기도 시흥시 정왕동 2010-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동144,1,,경기도 시흥시 정왕동 2010-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동169,1,,경기도 시흥시 정왕동 2011-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동209,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동184,1,,경기도 시흥시 정왕동 2042-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동183,1,,경기도 시흥시 정왕동 2042-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동178,1,,경기도 시흥시 정왕동 2071,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동176,1,,경기도 시흥시 정왕동 2074,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동175,1,,경기도 시흥시 정왕동 2074,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동174,1,,경기도 시흥시 정왕동 2012-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동173,1,,경기도 시흥시 정왕동 2012-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동172,1,,경기도 시흥시 정왕동 2069,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동171,1,,경기도 시흥시 정왕동 2069,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동168,1,,경기도 시흥시 정왕동 2011-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동165,1,,경기도 시흥시 정왕동 2025-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동164,1,,경기도 시흥시 정왕동 2025-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동163,1,,경기도 시흥시 정왕동 2025-7,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동162,1,,경기도 시흥시 정왕동 2025-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동033,1,,경기도 시흥시 정왕동 2050,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동127,1,,경기도 시흥시 정왕동 2033-9,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동126,1,,경기도 시흥시 정왕동 2033-11,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동123,1,,경기도 시흥시 정왕동 2028-11,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동119,1,,경기도 시흥시 정왕동 2008-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동122,1,,경기도 시흥시 정왕동 2028-12,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동111,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동108,1,,경기도 시흥시 정왕동 2030-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동120,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동118,1,,경기도 시흥시 정왕동 2008-10,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동117,1,,경기도 시흥시 정왕동 2067,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동116,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동115,1,,경기도 시흥시 정왕동 2067,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동113,1,,경기도 시흥시 정왕동 2006-7,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동112,1,,경기도 시흥시 정왕동 2006-9,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동110,1,,경기도 시흥시 정왕동 2030-16,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동109,1,,경기도 시흥시 정왕동 2030-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동106,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동105,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동005,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동103,1,,경기도 시흥시 정왕동 2031-6,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동102,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동004,1,,경기도 시흥시 정왕동 2003-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동003,1,,경기도 시흥시 정왕동 2003-8,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동241,1,,경기도 시흥시 정왕동 2066,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동027,1,,경기도 시흥시 정왕동 1977-4,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동026,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동025,1,,경기도 시흥시 정왕동 2047,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동023,1,,경기도 시흥시 정왕동 2047,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동022,1,,경기도 시흥시 정왕동 2047,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동019,1,,경기도 시흥시 정왕동 2046,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동018,1,,경기도 시흥시 정왕동 1975-11,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동017,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동016,1,,경기도 시흥시 정왕동 1973-3,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동015,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동014,1,,경기도 시흥시 정왕동 1973-6,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동011,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동010,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동008,1,,경기도 시흥시 정왕동 2045,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동075,1,,경기도 시흥시 정왕동 1999-7,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
정왕3동074,1,,경기도 시흥시 정왕동 1999-5,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자580,1,,경기도 시흥시 거모동 산 83-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자574,1,,경기도 시흥시 거모동 681-2,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자573,1,,경기도 시흥시 거모동 675-9,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
군자603,1,,경기도 시흥시 군자동 산 91-1,,,2015,,031-310-3144,경기도 시흥시청,2026-02-24,4010000,경기도 시흥시
