교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자
세산Ramp-A교,01,지방도,지방도1030호선,1030,02,부산광역시,강서구,26440,부산광역시 강서구 생곡동 , 35.141860, 128.872180, 35.141860, 128.872180,100,14.4,4.9,5,2,Y,PSC슬래브교,2015,2024-12-04,B,정기점검,미적용,N,,,DB-24,43.2,,부산광역시 경남하이웨이(주),055-213-7222,2024-12-31
2단지 연결교량,02,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 신촌동 , 35.205129, 128.605191, 35.205208, 128.606027,222.8,8,0,5,2,N,라멘교,2015,2024-06-30,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-225-4522,2024-12-31
남산교,01,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동읍 남산리, 35.279352, 128.662664, 35.276797, 128.666612,452,20.1,6.1,30,4,N,PSCI거더교,2021,2024-06-30,B,정기점검,미적용,N,"남산교 A2 접속슬라브::접속슬라브 벌어진 부분 록하드 충진 후 다짐 실시//남산교 교좌장치 및 신축이음 후타콘크리트::교좌장치 슈방석 균열보수, 교좌장치 도장불량 부분 재도색, 후타콘크리트 균열 보수//남산교 거더::남산교 거더 균열보수//남산교 A2 사면보호공::사면 보호공에 골재 채움 후 시멘트로 마감//남산교 A2 접속슬라브::접속슬라브 및 신축이음 연결부 단차 제거를 위한 재포장//남산교 A1 배면 공동, 사면보호공::남산교 배면 공동 및 사면 보호공 공동 부분 보수(콘크리트 주입)//교대 흉벽 및 구체 전면부::균열 부분에 에폭시 주입 및 중성화 방지 페인트 도색",29800,DB-24,43.2,,경상남도 창원시 의창구,055-225-4522,2024-12-31
남산IC RAMP-A교,01,시도,시도,,01,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동읍 덕산리, 35.273486, 128.669027, 35.273771, 128.668896,100,3.5,0,30,1,Y,강박스거더교,2021,2024-06-30,A,정기점검,미적용,N,"신축이음 후타콘크리트, 교좌장치::신축이음 균열 보수, 교좌장치 재도색//강교::강교 외부 내부 도장 박리 및 도장열화 재도색",0,DB-24,43.2,,경상남도 창원시 의창구,055-225-4522,2024-12-31
남산IC RAMP-B교,01,시도,시도,,02,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동읍 덕산리, 35.273814, 128.668237, 35.270908, 128.669873,586.6,3.5,0,30,1,Y,강박스거더교,2021,2024-06-30,B,정기점검,미적용,N,"교좌장치, 신축이음, 교량받침::교량받침 균열보수, 신축이음 후타콘크리트 균열보수, 교좌장치 재도색//남산교 PC 거더::거더 균열보수//강교::강교 외부 내부 도장 박리 및 열화 재도장, 환기구 미설치 구간 환기구 설치",0,DB-24,43.2,,경상남도 창원시 의창구,055-225-4522,2024-12-31
마산교,03,국가지원지방도,국가지원지방도60호선,60,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 마산리, 35.344373, 128.617499, 35.344785, 128.616990,60,8.6,1.6,9,2,N,RCT거더교,1975,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
가월교(구),03,시도,시도,,01,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동읍 월잠리, 35.305065, 128.677624, 35.305132, 128.677934,28.6,3.5,0.5,4,1,Y,RCT거더교,1988,2024-12-21,B,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 의창구,055-212-4643,2024-12-31
구수산교,01,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 대산면 일동리, 35.366585, 128.701209, 35.374057, 128.705591,848.7,8.4,1.4,11,2,N,강I거더교,1997,2024-04-06,C,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 의창구,055-212-4643,2024-12-31
내곡교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 내곡리, 35.337332, 128.600416, 35.337642, 128.600502,36,10.5,1.4,3,2,N,RC슬래브교,1984,2024-12-21,B,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 의창구,055-212-4643,2024-12-31
동곡교,03,시도,시도,,01,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 대산면 우암리, 35.336642, 128.733877, 35.336768, 128.734056,22,4.5,0.6,3,1,Y,RC슬래브교,1975,2024-12-21,B,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 의창구,055-212-4643,2024-12-31
명곡교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 명서동 , 35.245469, 128.645004, 35.245705, 128.644586,30.2,38,8,2,6,N,RC슬래브교,1982,2024-12-21,B,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 의창구,055-212-4643,2024-12-31
성암교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 명서동 , 35.242900, 128.645537, 35.243085, 128.645689,22.8,14.8,5.8,2.2,2,N,라멘교,1985,2024-12-21,B,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 의창구,055-212-4643,2024-12-31
송북교,03,시도,시도,,01,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 대산면 북부리, 35.347608, 128.716474, 35.347742, 128.716207,24,3.5,0,4,1,Y,RC슬래브교,1967,2024-12-21,B,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 의창구,055-212-4643,2024-12-31
월촌2호교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 월촌리, 35.319613, 128.617388, 35.319753, 128.617726,33,9,0,3,2,N,라멘교,1997,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
주남교,03,기타,농도,,01,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 대산면 제동리, 35.313301, 128.693490, 35.313404, 128.693709,22,4.3,0.6,3.9,1,Y,RC슬래브교,1929,2024-12-21,B,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 의창구,055-212-4643,2024-12-31
중촌교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 하천리, 35.363353, 128.598845, 35.363508, 128.599043,23.5,7.5,1.5,2.3,2,N,RC슬래브교,1991,2024-12-21,B,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 의창구,055-212-4643,2024-12-31
퇴촌4교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 사림동 , 35.241930, 128.690749, 35.242192, 128.690532,30,25,10,2.4,4,N,라멘교,1983,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
평산교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 팔용동 , 35.248816, 128.616650, 35.249139, 128.616929,26.4,24.5,2.5,3.3,4,N,라멘교,1992,2024-12-21,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
태복교,02,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 명곡동 , 35.252571, 128.651913, 35.254516, 128.651057,225,23.9,4.7,17.8,4,N,PSCI거더교,2016,2024-12-21,A,정기점검,미적용,N,,,DB-24,43.2,14.3,경상남도 창원시 의창구,055-212-4643,2024-12-31
창원대IC1교,02,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 용동 , 35.247626, 128.697813, 35.247541, 128.697262,50,3.5,0,7,2,N,강박스거더교,2014,2024-12-21,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
마산2교,02,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 마산리, 35.344927, 128.615618, 35.344779, 128.615912,105,9.9,0,7,3,N,강박스거더교,2019,2024-03-26,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
창원육교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동정동 , 35.267015, 128.616072, 35.267548, 128.615984,30,9.5,1.5,7,2,N,PSCI거더교,1976,2024-12-21,B,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 의창구,055-212-4643,2024-12-31
대촌교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 하천리, 35.367863, 128.601074, 35.367772, 128.601281,21,14,0,4,2,N,라멘교,2003,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
무신교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동읍 용잠리, 35.286334, 128.686775, 35.286407, 128.687065,44.4,9,0,5,2,N,강박스거더교,2010,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
내동천 박스교,99,기타,도시계획도로,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 중동 , 35.253443, 128.621393, 35.253660, 128.621051,123.6,27.3,6.8,4.5,7,N,기타,2019,2021-12-29,A,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
주천교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 동읍 월잠리, 35.310722, 128.694752, 35.311091, 128.694944,46,11.2,0.2,7,2,N,RC슬래브교,2001,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
양촌1교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 무곡리, 35.328336, 128.587232, 35.328519, 128.587488,30,13,0,5,2,N,라멘교,2000,2024-12-21,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
지개천교,03,기타,농도,,01,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 북면 월촌리, 35.314716, 128.610776, 35.314868, 128.611194,47,6,0,5,1,Y,라멘교,2000,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
중포교,03,시도,시도,,03,경상남도,창원시 의창구,48121,경상남도 창원시 의창구 대산면 우암리, 35.320894, 128.723139, 35.321072, 128.723296,25,6,0,5,2,N,강박스거더교,1990,2024-12-21,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 의창구,055-212-4643,2024-12-31
불모산교(상),03,지방도,지방도1020호선,1020,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 불모산동 , 35.188652, 128.732365, 35.188783, 128.731720,61,14,1,10.3,4,N,PSCI거더교,1993,2024-12-24,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
삼정자교,01,지방도,지방도1020호선,1020,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.195462, 128.709149, 35.193065, 128.718985,250,21,1,9.3,4,N,강I거더교,1994,2024-10-21,B,정기점검,미적용,N,"A1,A2, s1~S3 하부::표면처리 255㎡, 단면복구 31㎡, 균열주입 16m, 강재도장 51㎡",30967,DB-24,43.2,9.3,경상남도 창원시 성산구,055-272-4644,2024-12-31
가음정교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 가음동 , 35.205669, 128.692061, 35.205894, 128.692272,36,38,8.6,2.6,6,N,RC슬래브교,1979,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
남산교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 남산동 , 35.198130, 128.701160, 35.198504, 128.701487,60.3,35,6,4.5,8,N,PSCI거더교,1987,2024-12-24,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
대방4호교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 가음동 , 35.205903, 128.694525, 35.206029, 128.694357,25.5,15.2,8.2,3,2,N,RC슬래브교,1980,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
대원교,03,시도,시도,,03,경상남도,창원시,48123,경상남도 창원시 성산구 대원동, 35.238293, 128.649506, 35.238746, 128.648669,88.3,23.8,5.3,4,6,N,RC슬래브교,2006,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시,055-272-4644,2024-12-31
목동교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 외동 , 35.212214, 128.667210, 35.212770, 128.667732,75,25,6,6.6,4,N,PSCI거더교,1974,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
봉림교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 반지동 , 35.245418, 128.670270, 35.245691, 128.670408,37.7,20.5,6,2.8,4,N,RC슬래브교,1990,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
삼동교,02,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 내동 , 35.219220, 128.651019, 35.219965, 128.651622,100.5,30.8,7,5.8,6,N,PSCI거더교,1974,2024-12-28,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
삼정자1교,01,시도,시도,,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.195091, 128.711601, 35.193381, 128.710570,200,7.2,0.2,14.4,1,Y,강플레이트거더교,2002,2024-03-03,B,정기점검,미적용,N,,,DB-24,43.2,4.5,경상남도 창원시 성산구,055-272-4644,2024-12-31
삼정자2교,03,시도,시도,,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.194452, 128.711085, 35.194173, 128.711203,39,9.5,2.5,15,2,Y,강플레이트거더교,2002,2024-12-24,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
삼정자3교,03,시도,시도,,01,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.194097, 128.711646, 35.194251, 128.712058,58.9,11.5,2.5,16,2,Y,강플레이트거더교,2002,2024-12-24,B,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
성산교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 가음정동 , 35.205192, 128.679602, 35.205642, 128.679974,60,25,6,6,4,N,PSCI거더교,1974,2024-12-24,B,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
성주교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.186700, 128.696228, 35.186937, 128.696683,36,20,1.4,6.1,4,N,RCT거더교,1987,2024-12-24,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
천선성주교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.183780, 128.705166, 35.183945, 128.705302,21.2,8.3,0.5,2.5,2,N,RC슬래브교,1987,2024-12-24,C,정기점검,미적용,N,,,DB-13.5,13.5,,경상남도 창원시 성산구,055-272-4644,2024-12-31
안민2교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.187766, 128.695129, 35.187969, 128.694974,20.6,35,15.6,1.8,6,N,RC슬래브교,1980,2024-12-24,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
안민교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 남산동 , 35.190458, 128.694639, 35.191117, 128.695229,80,15.4,1,6.8,6,N,PSCI거더교,1974,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
야촌교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 남산동 , 35.200545, 128.687730, 35.200991, 128.688102,60,25,6,6.5,4,N,PSCI거더교,1974,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
중앙도로교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 신촌동 , 35.205972, 128.627237, 35.206219, 128.627124,41.5,16,5.5,3.2,2,N,라멘교,1979,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
창원지천7교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 반지동 , 35.241598, 128.653117, 35.241510, 128.652934,21.5,9,2.5,3.7,2,N,라멘교,1996,2024-12-24,C,정기점검,미적용,N,,,DB-24,43.2,,경상남도 창원시 성산구,055-272-4644,2024-12-31
창원천2호교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 반지동 , 35.244290, 128.660423, 35.244700, 128.660280,47.5,20.6,6,4.3,4,N,RC슬래브교,1980,2024-12-24,C,정기점검,미적용,N,"A1, P1,2 ,S1::표면처리 123.2㎡, 단면복구 9.8㎡",12594,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
천선1교,01,일반국도,일반국도25호선,25,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.181251, 128.702792, 35.185785, 128.704687,245,19,2,17.5,4,N,강플레이트거더교,2002,2024-08-01,B,정기점검,미적용,N,,,DB-24,43.2,4.5,경상남도 창원시 성산구,055-272-4644,2024-12-31
천선교,03,시도,시도,,03,경상남도,창원시 성산구,48123,경상남도 창원시 성산구 성주동 , 35.183920, 128.703005, 35.184107, 128.703316,29.4,8,1.6,6.5,2,N,라멘교,1983,2024-12-24,C,정기점검,미적용,N,,,DB-18,32.4,,경상남도 창원시 성산구,055-272-4644,2024-12-31
